,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"7 rings","Ariana Grande",28151388,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",14112359,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,Wow.,"Post Malone",12586391,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
4,"Going Bad (feat. Drake)","Meek Mill",9327727,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
5,"Without Me",Halsey,8732575,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",8541979,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
7,"thank u, next","Ariana Grande",8058684,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
8,"SICKO MODE","Travis Scott",7924476,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
9,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",7359730,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
10,"Look Back at It","A Boogie Wit da Hoodie",7165551,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
11,"Mo Bamba","Sheck Wes",7151784,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
12,"Dancing With A Stranger (with Normani)","Sam Smith",6882798,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki
13,"Keanu Reeves",Logic,6373591,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK
14,"Saturday Nights",Khalid,5932041,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
15,"Leave Me Alone","Flipp Dinero",5882310,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
16,"a lot","21 Savage",5702886,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
17,"First Off (feat. Travis Scott)",Future,5581232,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG
18,"Wake Up in the Sky","Gucci Mane",5548744,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
19,"Lost in the Fire",Gesaffelstein,5472797,https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG
20,"Crushed Up",Future,5274457,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41
21,"High Hopes","Panic! At The Disco",5077745,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
